,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,271_card_fee,273_platform_extra_charge,274_platform_fee,275_platform_days_receive_money,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,161_actions_stockouts,162_inventory_extra_space,163_number_high_perishable_products,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,318_shopkeeper_name
120,No name ,Micro-restaurant (aka. fondita),yes,no,yes,Smartphone,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,yes,yes,"Aplicación móvil (e.g. Rappi, Uber Eats),Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Tarjeta de débito y/o crédito,no,,,,,,Redes sociales,no,,Ninguna,,"Entrega a domicilio,Pago de servicios públicos (e.g. Yastas),Recarga telefónica",,,,Se vende ropa,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Guillermo Carlos
121,Memelitas Ame,Micro-restaurant (aka. fondita),no,no,yes,Smartphone,No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,yes,yes,"Aplicación móvil (e.g. Rappi, Uber Eats),Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Tarjeta de débito y/o crédito,no,,,,,,Redes sociales,no,,Ninguna,,"Entrega a domicilio,Pago de servicios públicos (e.g. Yastas),Recarga telefónica",,,,Se vende ropa,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Guillermo Carlos
122,Paola Papelería & Regalos,Papelería,no,yes,no,Analog cash register,Aumentó 25%,Aumentó 15%,yes,"En Excel,En papel","En Excel,En papel",No los uso,yes,yes,yes,"Aplicación móvil (e.g. Rappi, Uber Eats),Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,no,,,,,,Aplicación móvil,no,,Ninguna,no,Ninguno,,,,Se quiere involucrar,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,En persona,,,Ninguna,Efectivo,yes,Disminuir la cantidad del pedido,Solicitar tiempo al cliente para conseguir el producto,30%,,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Guillermo Carlos
123,La suprema torta ,Micro-restaurant (aka. fondita),no,no,no,Smartphone,No cambió,No cambió,yes,En papel,En papel,No los uso,no,yes,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Tarjeta de débito y/o crédito,no,,,,,,Redes sociales,no,,Cuaderno,no,Ninguno,,,,Es muy caro,Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Algo en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,"Mensaje de texto (SMS),Mensajería instantánea (e.g. WhatsApp)",,,Cuaderno,Efectivo,no,,Ofrecer un producto sustituto,20%,20.0,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Brandon
124,"Tortillas, semillas",Produce (fruits & vegetables),no,yes,yes,"Analog cash register,Smartphone",Disminuyó 15%,Disminuyó 15%,yes,En papel,En papel,No los uso,yes,yes,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Tarjeta de débito y/o crédito,no,,,,,,Ninguna,no,,Ninguna,no,Entrega a domicilio,,,,Es muy caro,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,,0,Ninguna,Efectivo,yes,"Aumentar la cantidad del pedido,Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",0,15.0,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
125,Estetica Brushing,Peluqueria,no,no,no,Smartphone,No cambió,Disminuyó 15%,no,No lo hago,No lo hago,No los uso,yes,no,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Tarjeta de débito y/o crédito,no,,,,,,Aplicación móvil,no,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
126,Cemitas poblanas Dany,Micro-restaurant (aka. fondita),no,no,yes,Smartphone,No cambió,Disminuyó 15%,no,En papel,En papel,No los uso,yes,yes,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Tarjeta de débito y/o crédito,no,,,,,,Aplicación móvil,no,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
127,Tortas y jugos,Cafeteria,no,no,yes,Analog cash register,No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,yes,no,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Tarjeta de débito y/o crédito,no,,,,,,Aplicación móvil,no,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
128,Gorditas Claudia,Micro-restaurant (aka. fondita),no,no,yes,Analog cash register,Disminuyó 25%,Disminuyó 15%,no,No lo hago,No lo hago,No los uso,yes,no,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,yes,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Totalmente de acuerdo,Totalmente en desacuerdo,,,,,,,,,,,,Ninguna,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
129,Verona Pasteles,Dairy products,no,no,yes,Analog cash register,Disminuyó 25%,Disminuyó 15%,no,No lo hago,No lo hago,No los uso,yes,no,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,yes,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
130,Pronósticos Maravillas,Grocery store (aka. nanostore),yes,yes,no,"POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",Disminuyó 25%,Disminuyó 15%,no,No lo hago,No lo hago,No los uso,yes,no,no,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,yes,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
131,Pizil Pinturas ,Toolshop,yes,yes,no,"POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,Disminuyó 15%,yes,En Excel,En Excel,No los uso,yes,yes,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,"Aplicación móvil,Redes sociales",yes,,Ninguna,,Entrega a domicilio,,,,Es muy caro,,,Algo de acuerdo,,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Página web del proveedor,,,,,no,,"Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",50% +,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Brandon
132,Gorditas y quesadillas el cebollín ,Micro-restaurant (aka. fondita),yes,no,no,Security cameras,No cambió,No cambió,no,En papel,En papel,No los uso,no,yes,yes,Ninguno,"Efectivo,Transferencia interbancaria",Efectivo,no,,,,,,Cuaderno,no,,Cuaderno,no,Ninguno,,,,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,Ninguno,0,Cuaderno,Efectivo,no,,Ofrecer un producto sustituto,10%,0.0,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Brandon
133,Floreria Janet,Floreria,no,no,no,"Security cameras,Smartphone",Disminuyó 15%,Disminuyó 15%,no,En papel,En papel,No los uso,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Página web propia,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,no,,Aplicación móvil,no,Entrega a domicilio,,,6%+,No conozco los servicios,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,Ninguna ,3-5%,Cuaderno,Efectivo,no,,Solicitar tiempo al cliente para conseguir el producto,20%,20.0,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
134,Miscelánea El Estadio ,Grocery store (aka. nanostore),yes,yes,no,Smartphone,Disminuyó 15%,Disminuyó 15%,no,En papel,En papel,No los uso,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Página web propia,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,no,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Totalmente en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
135,Tortas Los girasoles ,Micro-restaurant (aka. fondita),no,no,no,Smartphone,No cambió,Disminuyó 15%,yes,En papel,En Excel,No los uso,yes,no,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Redes sociales,no,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Totalmente de acuerdo,,,,,,,,,,,,,,,yes,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
136,El supercito,Grocery store (aka. nanostore),no,no,yes,Smartphone,No cambió,Disminuyó 15%,yes,En papel,En Excel,No los uso,yes,no,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Redes sociales,no,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Totalmente de acuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
137,Miscelánea la paloma ,Grocery store (aka. nanostore),yes,no,no,Smartphone,No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,no,yes,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Ninguna,yes,no,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,Totalmente de acuerdo,Totalmente de acuerdo,Algo en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,,,Totalmente en desacuerdo,,,,,,,,,yes,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
138,Miscelánea y Recauderia Ilse ,Grocery store (aka. nanostore),no,no,no,Smartphone,No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,no,yes,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Ninguna,yes,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
139,Antojitos Rosi,Micro-restaurant (aka. fondita),no,no,no,None,No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,no,yes,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Ninguna,yes,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
140,Miscelanea san juditas,Grocery store (aka. nanostore),no,yes,yes,"Analog cash register,Security cameras,Smartphone",No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,no,yes,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Ninguna,yes,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
141,Súper canasta,Produce (fruits & vegetables),no,yes,yes,Smartphone,No cambió,Disminuyó 15%,yes,En papel,En papel,No los uso,no,yes,no,Llamada a Teléfono celular,Efectivo,Efectivo,no,,,,,,Ninguna,yes,,Aplicación móvil,,Entrega a domicilio,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
142,Cosmetics,Grocery store (aka. nanostore),no,no,no,"Analog cash register,Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer)",No cambió,No cambió,yes,Software especializado + computadora,"Aplicación móvil (i.e. App) + smartphone,Caja registradora (análoga),Software especializado + computadora",No los uso,yes,no,yes,"Página web propia,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,no,,Aplicación móvil,no,Entrega a domicilio,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,20%,70.0,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
143,OEM SERVICE,Technology store,yes,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras",No cambió,No cambió,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,yes,no,Software especializado,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,no,,Solicitar tiempo al cliente para conseguir el producto,30%,0.0,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
144,La Reina,Bakery store,yes,no,yes,"Dataphone (i.e. card payments),Security cameras",Aumentó 15%,No cambió,yes,Software especializado + computadora,Caja registradora (análoga),No los uso,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito",Efectivo,no,,,,,,Ninguna,no,,Software especializado,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Brandon
145,Don Asador,Micro-restaurant (aka. fondita),no,no,yes,Dataphone (i.e. card payments),No cambió,Aumentó 15%,no,En papel,En papel,No los uso,yes,no,yes,WhatsApp,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Aplicación móvil,no,,Ninguna,yes,Ninguno,,,,No conozco los servicios,Algo en desacuerdo,,Algo en desacuerdo,,Algo de acuerdo,Algo en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Algo de acuerdo,"Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,0,Ninguna,Tarjeta de débito y/o crédito,no,,Ofrecer un producto sustituto,20%,20.0,Ni de acuerdo ni en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Brandon
146,BFI Autopartes,Grocery store (aka. nanostore),yes,no,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer)",Aumentó 15%,No cambió,yes,En Excel,En papel,No los uso,yes,no,yes,"Llamada a Teléfono celular,Llamada a Teléfono fijo,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,yes,no,Ninguna,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,no,,Solicitar tiempo al cliente para conseguir el producto,20%,0.0,Ni de acuerdo ni en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Brandon
147,Ferretería Ambriz,Grocery store (aka. nanostore),yes,yes,no,"Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Smartphone",No cambió,Aumentó 15%,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Efectivo,no,,,,,,Redes sociales,yes,no,Ninguna,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Martha
148,Ambar,Grocery store (aka. nanostore),no,no,yes,Dataphone (i.e. card payments),No cambió,Aumentó 15%,yes,En papel,En papel,No los uso,yes,no,yes,"Llamada a Teléfono celular,Redes sociales (e.g. Facebook, Instagram),WhatsApp",Efectivo,Efectivo,no,,,,,,Ninguna,no,,Ninguna,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,no,,Solicitar tiempo al cliente para conseguir el producto,0,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Martha
149,Burbuja Lavanderías,Laundry Store,no,no,yes,"Dataphone (i.e. card payments),Security cameras",Aumentó 25%,No cambió,no,En Excel,Software especializado + computadora,No los uso,yes,no,yes,Llamada a Teléfono fijo,Efectivo,Efectivo,no,,,,,,Ninguna,no,,Ninguna,no,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,,,,,,,Tarjeta de débito y/o crédito,no,,Solicitar tiempo al cliente para conseguir el producto,,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Martha
150,De Haro,Grocery store (aka. nanostore),no,yes,no,None,Aumentó 25%,No cambió,no,No lo hago,No lo hago,No los uso,no,no,no,Llamada a Teléfono fijo,Efectivo,Efectivo,no,,,,,,Ninguna,no,,Ninguna,,Ninguno,,,,No conozco los servicios,,,Algo en desacuerdo,,,,,,,,,,,,,,,,,Solicitar tiempo al cliente para conseguir el producto,,,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Martha
